TANGGAL;KOMODITI;SATUAN;HARGA;;;;;;
01/03/2018;Gula Pasir;Kg;13840;;;;;;
01/03/2018;Beras Premium;Kg;13750;;;;;;
01/03/2018;Minyak Goreng Bimoli Botol;Liter;13613;;;;;;
01/03/2018;Minyak Goreng Curah;Liter;12550;;;;;;
01/03/2018;Kacang Kedelai Eks Impor;Kg;12375;;;;;;
01/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12300;;;;;;
01/03/2018;Beras Medium;Kg;11675;;;;;;
01/03/2018;Garam Beryodium Halus;Kg;11140;;;;;;
01/03/2018;Kacang Kedelai Lokal;Kg;11000;;;;;;
01/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10200;;;;;;
01/03/2018;Tepung Terigu Segitiga Biru;Kg;10100;;;;;;
01/03/2018;Ketela Pohon;Kg;4600;;;;;;
01/03/2018;Garam Beryodium Bata;250 gr;3980;;;;;;
01/03/2018;Indomie Rasa Kari Ayam;buah;2340;;;;;;
01/03/2018;Telur Ayam Kampung;butir;2340;;;;;;
02/03/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
02/03/2018;Daging Sapi Lokal Paha Belakang;Kg;123000;;;;;;
02/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;121667;;;;;;
02/03/2018;Ikan Teri Asin;Kg;107000;;;;;;
02/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;92667;;;;;;
02/03/2018;Daging Sapi Impor Beku;Kg;90000;;;;;;
02/03/2018;Ayam Kampung;ekor;85825;;;;;;
02/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;72667;;;;;;
02/03/2018;Cabai Rawit Merah;Kg;57000;;;;;;
02/03/2018;Cabai Merah Besar;Kg;49540;;;;;;
02/03/2018;Cabai Merah Kriting;Kg;46000;;;;;;
02/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;43233;;;;;;
02/03/2018;Bawang Putih Impor (Kating);Kg;41600;;;;;;
02/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;41500;;;;;;
02/03/2018;Cabai Rawit Hijau;Kg;39340;;;;;;
02/03/2018;Ikan Kembung;Kg;38660;;;;;;
02/03/2018;Ayam Boiler;ekor;35560;;;;;;
02/03/2018;Bawang Putih Impor (Honan);Kg;35000;;;;;;
02/03/2018;Bawang Merah (Medium);Kg;32240;;;;;;
02/03/2018;Kacang Tanah;Kg;24400;;;;;;
02/03/2018;Telur Ayam Ras;Kg;23360;;;;;;
02/03/2018;Kacang Hijau;Kg;22840;;;;;;
02/03/2018;Jagung Pipilan Kecil;Kg;15900;;;;;;
02/03/2018;Gula Pasir;Kg;13940;;;;;;
02/03/2018;Minyak Goreng Bimoli Botol;Liter;13425;;;;;;
02/03/2018;Beras Premium;Kg;13083;;;;;;
02/03/2018;Kacang Kedelai Eks Impor;Kg;12875;;;;;;
02/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12300;;;;;;
02/03/2018;Minyak Goreng Curah;Liter;12175;;;;;;
02/03/2018;Beras Medium;Kg;11075;;;;;;
02/03/2018;Garam Beryodium Halus;Kg;11040;;;;;;
02/03/2018;Kacang Kedelai Lokal;Kg;11000;;;;;;
02/03/2018;Tepung Terigu Segitiga Biru;Kg;10300;;;;;;
02/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10200;;;;;;
02/03/2018;Ketela Pohon;Kg;4900;;;;;;
02/03/2018;Garam Beryodium Bata;250 gr;4080;;;;;;
02/03/2018;Indomie Rasa Kari Ayam;buah;2340;;;;;;
02/03/2018;Telur Ayam Kampung;butir;2340;;;;;;
05/03/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
05/03/2018;Daging Sapi Lokal Paha Belakang;Kg;119000;;;;;;
05/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;116667;;;;;;
05/03/2018;Ikan Teri Asin;Kg;111600;;;;;;
05/03/2018;Daging Sapi Impor Beku;Kg;90000;;;;;;
05/03/2018;Ayam Kampung;ekor;87767;;;;;;
05/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;83333;;;;;;
05/03/2018;Cabai Rawit Merah;Kg;58300;;;;;;
05/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;53333;;;;;;
05/03/2018;Cabai Merah Besar;Kg;49660;;;;;;
05/03/2018;Cabai Merah Kriting;Kg;45500;;;;;;
05/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;44333;;;;;;
05/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42500;;;;;;
05/03/2018;Bawang Putih Impor (Kating);Kg;41500;;;;;;
05/03/2018;Ikan Kembung;Kg;38860;;;;;;
05/03/2018;Cabai Rawit Hijau;Kg;37400;;;;;;
05/03/2018;Ayam Boiler;ekor;36400;;;;;;
05/03/2018;Bawang Putih Impor (Honan);Kg;35000;;;;;;
05/03/2018;Bawang Merah (Medium);Kg;34900;;;;;;
05/03/2018;Kacang Tanah;Kg;25000;;;;;;
05/03/2018;Telur Ayam Ras;Kg;23160;;;;;;
05/03/2018;Kacang Hijau;Kg;22600;;;;;;
05/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
05/03/2018;Kacang Kedelai Eks Impor;Kg;13750;;;;;;
05/03/2018;Gula Pasir;Kg;13450;;;;;;
05/03/2018;Minyak Goreng Bimoli Botol;Liter;13075;;;;;;
05/03/2018;Beras Premium;Kg;12633;;;;;;
05/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12360;;;;;;
05/03/2018;Minyak Goreng Curah;Liter;12325;;;;;;
05/03/2018;Garam Beryodium Halus;Kg;11160;;;;;;
05/03/2018;Beras Medium;Kg;10825;;;;;;
05/03/2018;Kacang Kedelai Lokal;Kg;10767;;;;;;
05/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10240;;;;;;
05/03/2018;Tepung Terigu Segitiga Biru;Kg;9900;;;;;;
05/03/2018;Ketela Pohon;Kg;5160;;;;;;
05/03/2018;Garam Beryodium Bata;250 gr;4000;;;;;;
05/03/2018;Telur Ayam Kampung;butir;2530;;;;;;
05/03/2018;Indomie Rasa Kari Ayam;buah;2360;;;;;;
06/03/2018;Daging Sapi Lokal Has Dalam;Kg;145833;;;;;;
06/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;125000;;;;;;
06/03/2018;Daging Sapi Lokal Paha Belakang;Kg;122000;;;;;;
06/03/2018;Ikan Teri Asin;Kg;110600;;;;;;
06/03/2018;Daging Sapi Impor Beku;Kg;90000;;;;;;
06/03/2018;Ayam Kampung;ekor;87767;;;;;;
06/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;76667;;;;;;
06/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;66667;;;;;;
06/03/2018;Cabai Rawit Merah;Kg;63400;;;;;;
06/03/2018;Cabai Merah Besar;Kg;49660;;;;;;
06/03/2018;Cabai Merah Kriting;Kg;45800;;;;;;
06/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;44333;;;;;;
06/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42500;;;;;;
06/03/2018;Bawang Putih Impor (Kating);Kg;39500;;;;;;
06/03/2018;Cabai Rawit Hijau;Kg;39400;;;;;;
06/03/2018;Ikan Kembung;Kg;37860;;;;;;
06/03/2018;Ayam Boiler;ekor;36600;;;;;;
06/03/2018;Bawang Putih Impor (Honan);Kg;32500;;;;;;
06/03/2018;Bawang Merah (Medium);Kg;30100;;;;;;
06/03/2018;Kacang Tanah;Kg;23500;;;;;;
06/03/2018;Kacang Hijau;Kg;22100;;;;;;
06/03/2018;Telur Ayam Ras;Kg;22060;;;;;;
06/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
06/03/2018;Minyak Goreng Bimoli Botol;Liter;13513;;;;;;
06/03/2018;Gula Pasir;Kg;13400;;;;;;
06/03/2018;Beras Premium;Kg;12725;;;;;;
06/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12260;;;;;;
06/03/2018;Minyak Goreng Curah;Liter;12100;;;;;;
06/03/2018;Kacang Kedelai Eks Impor;Kg;12000;;;;;;
06/03/2018;Kacang Kedelai Lokal;Kg;11433;;;;;;
06/03/2018;Beras Medium;Kg;10660;;;;;;
06/03/2018;Garam Beryodium Halus;Kg;10160;;;;;;
06/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10140;;;;;;
06/03/2018;Tepung Terigu Segitiga Biru;Kg;9800;;;;;;
06/03/2018;Ketela Pohon;Kg;5160;;;;;;
06/03/2018;Garam Beryodium Bata;250 gr;4100;;;;;;
06/03/2018;Telur Ayam Kampung;butir;2470;;;;;;
06/03/2018;Indomie Rasa Kari Ayam;buah;2360;;;;;;
07/03/2018;Daging Sapi Lokal Has Dalam;Kg;148333;;;;;;
07/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;125000;;;;;;
07/03/2018;Daging Sapi Lokal Paha Belakang;Kg;122000;;;;;;
07/03/2018;Ikan Teri Asin;Kg;110600;;;;;;
07/03/2018;Daging Sapi Impor Beku;Kg;90000;;;;;;
07/03/2018;Ayam Kampung;ekor;86100;;;;;;
07/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;85000;;;;;;
07/03/2018;Cabai Rawit Merah;Kg;65800;;;;;;
07/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;64167;;;;;;
07/03/2018;Cabai Merah Besar;Kg;49660;;;;;;
07/03/2018;Cabai Merah Kriting;Kg;46000;;;;;;
07/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;44333;;;;;;
07/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42500;;;;;;
07/03/2018;Cabai Rawit Hijau;Kg;40400;;;;;;
07/03/2018;Bawang Putih Impor (Kating);Kg;40300;;;;;;
07/03/2018;Ikan Kembung;Kg;38460;;;;;;
07/03/2018;Ayam Boiler;ekor;36200;;;;;;
07/03/2018;Bawang Putih Impor (Honan);Kg;35000;;;;;;
07/03/2018;Bawang Merah (Medium);Kg;31900;;;;;;
07/03/2018;Kacang Tanah;Kg;24500;;;;;;
07/03/2018;Kacang Hijau;Kg;22500;;;;;;
07/03/2018;Telur Ayam Ras;Kg;22160;;;;;;
07/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
07/03/2018;Gula Pasir;Kg;13600;;;;;;
07/03/2018;Minyak Goreng Bimoli Botol;Liter;13450;;;;;;
07/03/2018;Minyak Goreng Curah;Liter;12700;;;;;;
07/03/2018;Beras Premium;Kg;12538;;;;;;
07/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12460;;;;;;
07/03/2018;Kacang Kedelai Eks Impor;Kg;12000;;;;;;
07/03/2018;Kacang Kedelai Lokal;Kg;11433;;;;;;
07/03/2018;Garam Beryodium Halus;Kg;11160;;;;;;
07/03/2018;Beras Medium;Kg;10760;;;;;;
07/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10140;;;;;;
07/03/2018;Tepung Terigu Segitiga Biru;Kg;9900;;;;;;
07/03/2018;Ketela Pohon;Kg;5060;;;;;;
07/03/2018;Garam Beryodium Bata;250 gr;3900;;;;;;
07/03/2018;Telur Ayam Kampung;butir;2420;;;;;;
07/03/2018;Indomie Rasa Kari Ayam;buah;2360;;;;;;
08/03/2018;Daging Sapi Lokal Has Dalam;Kg;147500;;;;;;
08/03/2018;Daging Sapi Lokal Paha Belakang;Kg;123000;;;;;;
08/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
08/03/2018;Ikan Teri Asin;Kg;105340;;;;;;
08/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;100000;;;;;;
08/03/2018;Daging Sapi Impor Beku;Kg;87500;;;;;;
08/03/2018;Ayam Kampung;ekor;81675;;;;;;
08/03/2018;Cabai Rawit Merah;Kg;67660;;;;;;
08/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;66667;;;;;;
08/03/2018;Cabai Merah Besar;Kg;50160;;;;;;
08/03/2018;Cabai Merah Kriting;Kg;46700;;;;;;
08/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;44000;;;;;;
08/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;42100;;;;;;
08/03/2018;Cabai Rawit Hijau;Kg;41340;;;;;;
08/03/2018;Ikan Kembung;Kg;40160;;;;;;
08/03/2018;Bawang Putih Impor (Kating);Kg;40140;;;;;;
08/03/2018;Bawang Putih Impor (Honan);Kg;35000;;;;;;
08/03/2018;Ayam Boiler;ekor;34400;;;;;;
08/03/2018;Bawang Merah (Medium);Kg;32500;;;;;;
08/03/2018;Kacang Tanah;Kg;25000;;;;;;
08/03/2018;Kacang Hijau;Kg;23800;;;;;;
08/03/2018;Telur Ayam Ras;Kg;22350;;;;;;
08/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
08/03/2018;Gula Pasir;Kg;13840;;;;;;
08/03/2018;Minyak Goreng Bimoli Botol;Liter;13500;;;;;;
08/03/2018;Minyak Goreng Curah;Liter;12625;;;;;;
08/03/2018;Beras Premium;Kg;12550;;;;;;
08/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12300;;;;;;
08/03/2018;Kacang Kedelai Eks Impor;Kg;11750;;;;;;
08/03/2018;Kacang Kedelai Lokal;Kg;11333;;;;;;
08/03/2018;Beras Medium;Kg;11310;;;;;;
08/03/2018;Garam Beryodium Halus;Kg;10340;;;;;;
08/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10140;;;;;;
08/03/2018;Tepung Terigu Segitiga Biru;Kg;10040;;;;;;
08/03/2018;Ketela Pohon;Kg;5340;;;;;;
08/03/2018;Garam Beryodium Bata;250 gr;4110;;;;;;
08/03/2018;Telur Ayam Kampung;butir;2490;;;;;;
08/03/2018;Indomie Rasa Kari Ayam;buah;2380;;;;;;
09/03/2018;Daging Sapi Lokal Has Dalam;Kg;143333;;;;;;
09/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
09/03/2018;Daging Sapi Lokal Paha Belakang;Kg;120000;;;;;;
09/03/2018;Ikan Teri Asin;Kg;117840;;;;;;
09/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;100000;;;;;;
09/03/2018;Daging Sapi Impor Beku;Kg;87500;;;;;;
09/03/2018;Ayam Kampung;ekor;83900;;;;;;
09/03/2018;Cabai Rawit Merah;Kg;67660;;;;;;
09/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;60000;;;;;;
09/03/2018;Cabai Merah Besar;Kg;52160;;;;;;
09/03/2018;Cabai Merah Kriting;Kg;46200;;;;;;
09/03/2018;Bawang Putih Impor (Honan);Kg;45000;;;;;;
09/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;42667;;;;;;
09/03/2018;Ikan Kembung;Kg;42660;;;;;;
09/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;40767;;;;;;
09/03/2018;Bawang Putih Impor (Kating);Kg;39740;;;;;;
09/03/2018;Cabai Rawit Hijau;Kg;39240;;;;;;
09/03/2018;Ayam Boiler;ekor;38700;;;;;;
09/03/2018;Bawang Merah (Medium);Kg;34200;;;;;;
09/03/2018;Kacang Tanah;Kg;25200;;;;;;
09/03/2018;Telur Ayam Ras;Kg;23200;;;;;;
09/03/2018;Kacang Hijau;Kg;22400;;;;;;
09/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
09/03/2018;Gula Pasir;Kg;13690;;;;;;
09/03/2018;Minyak Goreng Curah;Liter;12938;;;;;;
09/03/2018;Minyak Goreng Bimoli Botol;Liter;12875;;;;;;
09/03/2018;Kacang Kedelai Eks Impor;Kg;12500;;;;;;
09/03/2018;Beras Premium;Kg;12363;;;;;;
09/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11900;;;;;;
09/03/2018;Garam Beryodium Halus;Kg;11340;;;;;;
09/03/2018;Kacang Kedelai Lokal;Kg;11333;;;;;;
09/03/2018;Beras Medium;Kg;10760;;;;;;
09/03/2018;Tepung Terigu Segitiga Biru;Kg;10340;;;;;;
09/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;9640;;;;;;
09/03/2018;Ketela Pohon;Kg;5140;;;;;;
09/03/2018;Garam Beryodium Bata;250 gr;4640;;;;;;
09/03/2018;Telur Ayam Kampung;butir;2520;;;;;;
09/03/2018;Indomie Rasa Kari Ayam;buah;2380;;;;;;
12/03/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
12/03/2018;Daging Sapi Lokal Paha Belakang;Kg;122000;;;;;;
12/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;120000;;;;;;
12/03/2018;Ikan Teri Asin;Kg;101300;;;;;;
12/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;100000;;;;;;
12/03/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
12/03/2018;Ayam Kampung;ekor;80425;;;;;;
12/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;71667;;;;;;
12/03/2018;Cabai Rawit Merah;Kg;69840;;;;;;
12/03/2018;Cabai Merah Besar;Kg;53400;;;;;;
12/03/2018;Cabai Merah Kriting;Kg;49160;;;;;;
12/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;44333;;;;;;
12/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;41733;;;;;;
12/03/2018;Cabai Rawit Hijau;Kg;38800;;;;;;
12/03/2018;Ikan Kembung;Kg;37960;;;;;;
12/03/2018;Bawang Putih Impor (Kating);Kg;37300;;;;;;
12/03/2018;Ayam Boiler;ekor;36340;;;;;;
12/03/2018;Bawang Putih Impor (Honan);Kg;35000;;;;;;
12/03/2018;Bawang Merah (Medium);Kg;32800;;;;;;
12/03/2018;Kacang Tanah;Kg;25260;;;;;;
12/03/2018;Kacang Hijau;Kg;22660;;;;;;
12/03/2018;Telur Ayam Ras;Kg;22600;;;;;;
12/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
12/03/2018;Gula Pasir;Kg;13400;;;;;;
12/03/2018;Minyak Goreng Bimoli Botol;Liter;13375;;;;;;
12/03/2018;Beras Premium;Kg;13013;;;;;;
12/03/2018;Minyak Goreng Curah;Liter;12450;;;;;;
12/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12240;;;;;;
12/03/2018;Kacang Kedelai Eks Impor;Kg;11675;;;;;;
12/03/2018;Beras Medium;Kg;11160;;;;;;
12/03/2018;Garam Beryodium Halus;Kg;10860;;;;;;
12/03/2018;Kacang Kedelai Lokal;Kg;10767;;;;;;
12/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10140;;;;;;
12/03/2018;Tepung Terigu Segitiga Biru;Kg;9760;;;;;;
12/03/2018;Ketela Pohon;Kg;5300;;;;;;
12/03/2018;Garam Beryodium Bata;250 gr;4020;;;;;;
12/03/2018;Telur Ayam Kampung;butir;2370;;;;;;
12/03/2018;Indomie Rasa Kari Ayam;buah;2320;;;;;;
13/03/2018;Daging Sapi Lokal Has Dalam;Kg;146667;;;;;;
13/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;123333;;;;;;
13/03/2018;Daging Sapi Lokal Paha Belakang;Kg;122000;;;;;;
13/03/2018;Ikan Teri Asin;Kg;111000;;;;;;
13/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;93333;;;;;;
13/03/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
13/03/2018;Ayam Kampung;ekor;79900;;;;;;
13/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;74000;;;;;;
13/03/2018;Cabai Rawit Merah;Kg;71940;;;;;;
13/03/2018;Cabai Merah Besar;Kg;56000;;;;;;
13/03/2018;Cabai Merah Kriting;Kg;51060;;;;;;
13/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;43000;;;;;;
13/03/2018;Ikan Kembung;Kg;41460;;;;;;
13/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;40400;;;;;;
13/03/2018;Cabai Rawit Hijau;Kg;39200;;;;;;
13/03/2018;Bawang Putih Impor (Kating);Kg;37700;;;;;;
13/03/2018;Ayam Boiler;ekor;37140;;;;;;
13/03/2018;Bawang Merah (Medium);Kg;35700;;;;;;
13/03/2018;Bawang Putih Impor (Honan);Kg;31500;;;;;;
13/03/2018;Kacang Tanah;Kg;24360;;;;;;
13/03/2018;Telur Ayam Ras;Kg;22400;;;;;;
13/03/2018;Kacang Hijau;Kg;22260;;;;;;
13/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
13/03/2018;Gula Pasir;Kg;13500;;;;;;
13/03/2018;Minyak Goreng Bimoli Botol;Liter;12938;;;;;;
13/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12640;;;;;;
13/03/2018;Beras Premium;Kg;12575;;;;;;
13/03/2018;Kacang Kedelai Eks Impor;Kg;12550;;;;;;
13/03/2018;Minyak Goreng Curah;Liter;12450;;;;;;
13/03/2018;Garam Beryodium Halus;Kg;11860;;;;;;
13/03/2018;Beras Medium;Kg;10960;;;;;;
13/03/2018;Kacang Kedelai Lokal;Kg;10767;;;;;;
13/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10640;;;;;;
13/03/2018;Tepung Terigu Segitiga Biru;Kg;10360;;;;;;
13/03/2018;Ketela Pohon;Kg;5000;;;;;;
13/03/2018;Garam Beryodium Bata;250 gr;4500;;;;;;
13/03/2018;Telur Ayam Kampung;butir;2520;;;;;;
13/03/2018;Indomie Rasa Kari Ayam;buah;2320;;;;;;
14/03/2018;Daging Sapi Lokal Has Dalam;Kg;143333;;;;;;
14/03/2018;Daging Sapi Lokal Paha Belakang;Kg;120500;;;;;;
14/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;116667;;;;;;
14/03/2018;Ikan Teri Asin;Kg;107000;;;;;;
14/03/2018;Ayam Kampung;ekor;85567;;;;;;
14/03/2018;Daging Sapi Impor Beku;Kg;85000;;;;;;
14/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;85000;;;;;;
14/03/2018;Cabai Rawit Merah;Kg;73340;;;;;;
14/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;55000;;;;;;
14/03/2018;Cabai Merah Besar;Kg;52900;;;;;;
14/03/2018;Cabai Merah Kriting;Kg;52460;;;;;;
14/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;44333;;;;;;
14/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;41733;;;;;;
14/03/2018;Ikan Kembung;Kg;39460;;;;;;
14/03/2018;Cabai Rawit Hijau;Kg;39200;;;;;;
14/03/2018;Bawang Putih Impor (Kating);Kg;37900;;;;;;
14/03/2018;Ayam Boiler;ekor;35540;;;;;;
14/03/2018;Bawang Merah (Medium);Kg;34500;;;;;;
14/03/2018;Bawang Putih Impor (Honan);Kg;34000;;;;;;
14/03/2018;Kacang Tanah;Kg;24060;;;;;;
14/03/2018;Telur Ayam Ras;Kg;22100;;;;;;
14/03/2018;Kacang Hijau;Kg;21960;;;;;;
14/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
14/03/2018;Gula Pasir;Kg;13500;;;;;;
14/03/2018;Minyak Goreng Bimoli Botol;Liter;13500;;;;;;
14/03/2018;Beras Premium;Kg;13325;;;;;;
14/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;12440;;;;;;
14/03/2018;Minyak Goreng Curah;Liter;12325;;;;;;
14/03/2018;Kacang Kedelai Eks Impor;Kg;12050;;;;;;
14/03/2018;Beras Medium;Kg;11160;;;;;;
14/03/2018;Kacang Kedelai Lokal;Kg;10767;;;;;;
14/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10040;;;;;;
14/03/2018;Tepung Terigu Segitiga Biru;Kg;9860;;;;;;
14/03/2018;Garam Beryodium Halus;Kg;9460;;;;;;
14/03/2018;Ketela Pohon;Kg;5000;;;;;;
14/03/2018;Garam Beryodium Bata;250 gr;3900;;;;;;
14/03/2018;Telur Ayam Kampung;butir;2380;;;;;;
14/03/2018;Indomie Rasa Kari Ayam;buah;2320;;;;;;
15/03/2018;Daging Sapi Lokal Has Dalam;Kg;145000;;;;;;
15/03/2018;Daging Sapi Lokal Paha Belakang;Kg;120500;;;;;;
15/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;117500;;;;;;
15/03/2018;Ikan Teri Asin;Kg;111000;;;;;;
15/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;100000;;;;;;
15/03/2018;Daging Sapi Impor Beku;Kg;95000;;;;;;
15/03/2018;Ayam Kampung;ekor;79800;;;;;;
15/03/2018;Cabai Rawit Merah;Kg;71340;;;;;;
15/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;61667;;;;;;
15/03/2018;Cabai Merah Besar;Kg;56400;;;;;;
15/03/2018;Cabai Merah Kriting;Kg;52860;;;;;;
15/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;44333;;;;;;
15/03/2018;Susu Bubuk Kaleng Merk Indomilk;buah;41733;;;;;;
15/03/2018;Bawang Putih Impor (Kating);Kg;40700;;;;;;
15/03/2018;Bawang Putih Impor (Honan);Kg;40000;;;;;;
15/03/2018;Ikan Kembung;Kg;39960;;;;;;
15/03/2018;Ayam Boiler;ekor;37940;;;;;;
15/03/2018;Cabai Rawit Hijau;Kg;37700;;;;;;
15/03/2018;Bawang Merah (Medium);Kg;34000;;;;;;
15/03/2018;Kacang Tanah;Kg;24260;;;;;;
15/03/2018;Telur Ayam Ras;Kg;22500;;;;;;
15/03/2018;Kacang Hijau;Kg;21760;;;;;;
15/03/2018;Jagung Pipilan Kecil;Kg;15567;;;;;;
15/03/2018;Minyak Goreng Bimoli Botol;Liter;13625;;;;;;
15/03/2018;Gula Pasir;Kg;13500;;;;;;
15/03/2018;Beras Premium;Kg;13325;;;;;;
15/03/2018;Minyak Goreng Curah;Liter;12700;;;;;;
15/03/2018;Susu Kental Manis Kaleng Merk Bendera;buah;11940;;;;;;
15/03/2018;Garam Beryodium Halus;Kg;11860;;;;;;
15/03/2018;Kacang Kedelai Eks Impor;Kg;11300;;;;;;
15/03/2018;Beras Medium;Kg;10860;;;;;;
15/03/2018;Kacang Kedelai Lokal;Kg;10767;;;;;;
15/03/2018;Susu Kental Manis Kaleng Merk Indomilk;buah;10540;;;;;;
15/03/2018;Tepung Terigu Segitiga Biru;Kg;9960;;;;;;
15/03/2018;Ketela Pohon;Kg;5000;;;;;;
15/03/2018;Garam Beryodium Bata;250 gr;4080;;;;;;
15/03/2018;Telur Ayam Kampung;butir;2420;;;;;;
15/03/2018;Indomie Rasa Kari Ayam;buah;2300;;;;;;
16/03/2018;Daging Sapi Lokal Has Dalam;Kg;151667;;;;;;
16/03/2018;Daging Sapi Lokal Daging Has Luar (Sirloin);Kg;123333;;;;;;
16/03/2018;Daging Sapi Lokal Paha Belakang;Kg;123000;;;;;;
16/03/2018;Ikan Teri Asin;Kg;116000;;;;;;
16/03/2018;Daging Sapi Lokal Daging Sandung Lamur (Brisket);Kg;101667;;;;;;
16/03/2018;Daging Sapi Impor Beku;Kg;95000;;;;;;
16/03/2018;Ayam Kampung;ekor;80550;;;;;;
16/03/2018;Daging Sapi Lokal Daging Tetelan;Kg;76667;;;;;;
16/03/2018;Cabai Rawit Merah;Kg;70340;;;;;;
16/03/2018;Cabai Merah Besar;Kg;58000;;;;;;
16/03/2018;Cabai Merah Kriting;Kg;52560;;;;;;
16/03/2018;Susu Bubuk Kaleng Merk Bendera;buah;43000;;;;;;
16/03/2018;Bawang Putih Impor (Kating);Kg;42400;;;;;;
